gxp_id,datetime,capacity_MW,gxp_headroom_MW,tariff_base_nzd_per_MWh
EDN0331,2028-01-04T03:00:00,33.250000,11.369192,119.000000
EDN0331,2028-01-04T04:00:00,33.250000,10.695613,119.000000
EDN0331,2028-01-04T05:00:00,33.250000,9.618628,119.000000
EDN0331,2028-01-04T06:00:00,33.250000,8.454928,154.000000
EDN0331,2028-01-04T07:00:00,33.250000,8.608633,189.000000
EDN0331,2028-01-04T08:00:00,33.250000,9.630649,189.000000
EDN0331,2028-01-04T09:00:00,33.250000,10.425778,189.000000
EDN0331,2028-01-04T10:00:00,33.250000,10.972673,154.000000
EDN0331,2028-01-04T11:00:00,33.250000,11.159861,154.000000
EDN0331,2028-01-04T12:00:00,33.250000,10.962950,154.000000
EDN0331,2028-01-04T13:00:00,33.250000,10.791519,154.000000
EDN0331,2028-01-04T14:00:00,33.250000,9.234452,154.000000
EDN0331,2028-01-04T15:00:00,33.250000,8.481673,154.000000
EDN0331,2028-01-04T16:00:00,33.250000,7.988624,154.000000
EDN0331,2028-01-04T17:00:00,33.250000,8.388570,189.000000
EDN0331,2028-01-04T18:00:00,33.250000,8.913199,189.000000
EDN0331,2028-01-04T19:00:00,33.250000,8.944815,189.000000
EDN0331,2028-01-04T20:00:00,33.250000,9.390381,154.000000
EDN0331,2028-01-04T21:00:00,33.250000,9.681767,154.000000
EDN0331,2028-01-04T22:00:00,33.250000,9.875564,119.000000
EDN0331,2028-01-04T23:00:00,33.250000,9.707236,119.000000
EDN0331,2028-01-05T00:00:00,33.250000,10.257650,119.000000
EDN0331,2028-01-05T01:00:00,33.250000,10.306561,119.000000
EDN0331,2028-01-05T02:00:00,33.250000,10.728063,119.000000
EDN0331,2028-01-05T03:00:00,33.250000,11.143107,119.000000
EDN0331,2028-01-05T04:00:00,33.250000,10.929151,119.000000
EDN0331,2028-01-05T05:00:00,33.250000,10.011905,119.000000
EDN0331,2028-01-05T06:00:00,33.250000,9.130236,154.000000
EDN0331,2028-01-05T07:00:00,33.250000,8.900168,189.000000
EDN0331,2028-01-05T08:00:00,33.250000,10.045925,189.000000
EDN0331,2028-01-05T09:00:00,33.250000,10.872462,189.000000
EDN0331,2028-01-05T10:00:00,33.250000,11.134733,154.000000
EDN0331,2028-01-05T11:00:00,33.250000,11.098561,154.000000
EDN0331,2028-01-05T12:00:00,33.250000,10.769339,154.000000
EDN0331,2028-01-05T13:00:00,33.250000,10.549923,154.000000
EDN0331,2028-01-05T14:00:00,33.250000,9.521979,154.000000
EDN0331,2028-01-05T15:00:00,33.250000,8.616180,154.000000
EDN0331,2028-01-05T16:00:00,33.250000,8.363825,154.000000
EDN0331,2028-01-05T17:00:00,33.250000,8.935531,189.000000
EDN0331,2028-01-05T18:00:00,33.250000,9.562113,189.000000
EDN0331,2028-01-05T19:00:00,33.250000,9.373987,189.000000
EDN0331,2028-01-05T20:00:00,33.250000,9.472829,154.000000
EDN0331,2028-01-05T21:00:00,33.250000,9.906893,154.000000
EDN0331,2028-01-05T22:00:00,33.250000,9.991747,119.000000
EDN0331,2028-01-05T23:00:00,33.250000,9.978256,119.000000
EDN0331,2028-01-06T00:00:00,33.250000,10.383136,119.000000
EDN0331,2028-01-06T01:00:00,33.250000,10.625591,119.000000
EDN0331,2028-01-06T02:00:00,33.250000,11.163289,119.000000
EDN0331,2028-01-06T03:00:00,33.250000,11.435916,119.000000
EDN0331,2028-01-06T04:00:00,33.250000,11.268802,119.000000
EDN0331,2028-01-06T05:00:00,33.250000,10.287958,119.000000
EDN0331,2028-01-06T06:00:00,33.250000,9.493274,154.000000
EDN0331,2028-01-06T07:00:00,33.250000,9.514473,189.000000
EDN0331,2028-01-06T08:00:00,33.250000,10.329753,189.000000
EDN0331,2028-01-06T09:00:00,33.250000,11.232620,189.000000
EDN0331,2028-01-06T10:00:00,33.250000,11.768772,154.000000
EDN0331,2028-01-06T11:00:00,33.250000,11.459605,154.000000
EDN0331,2028-01-06T12:00:00,33.250000,11.204854,154.000000
EDN0331,2028-01-06T13:00:00,33.250000,11.246541,154.000000
EDN0331,2028-01-06T14:00:00,33.250000,10.003672,154.000000
EDN0331,2028-01-06T15:00:00,33.250000,8.874936,154.000000
EDN0331,2028-01-06T16:00:00,33.250000,8.703201,154.000000
EDN0331,2028-01-06T17:00:00,33.250000,9.194562,189.000000
EDN0331,2028-01-06T18:00:00,33.250000,9.959509,189.000000
EDN0331,2028-01-06T19:00:00,33.250000,9.560451,189.000000
EDN0331,2028-01-06T20:00:00,33.250000,10.195098,154.000000
EDN0331,2028-01-06T21:00:00,33.250000,10.814809,154.000000
EDN0331,2028-01-06T22:00:00,33.250000,10.477714,119.000000
EDN0331,2028-01-06T23:00:00,33.250000,10.056852,119.000000
EDN0331,2028-01-07T00:00:00,33.250000,10.467840,119.000000
EDN0331,2028-01-07T01:00:00,33.250000,11.029489,119.000000
EDN0331,2028-01-07T02:00:00,33.250000,11.416534,119.000000
EDN0331,2028-01-07T03:00:00,33.250000,11.832832,119.000000
EDN0331,2028-01-07T04:00:00,33.250000,11.842899,119.000000
EDN0331,2028-01-07T05:00:00,33.250000,11.023334,119.000000
EDN0331,2028-01-07T06:00:00,33.250000,10.447930,154.000000
EDN0331,2028-01-07T07:00:00,33.250000,10.024055,189.000000
EDN0331,2028-01-07T08:00:00,33.250000,10.921916,189.000000
EDN0331,2028-01-07T09:00:00,33.250000,11.675759,189.000000
EDN0331,2028-01-07T10:00:00,33.250000,12.063743,154.000000
EDN0331,2028-01-07T11:00:00,33.250000,12.285007,154.000000
EDN0331,2028-01-07T12:00:00,33.250000,12.166610,154.000000
EDN0331,2028-01-07T13:00:00,33.250000,12.400996,154.000000
EDN0331,2028-01-07T14:00:00,33.250000,11.026203,154.000000
EDN0331,2028-01-07T15:00:00,33.250000,9.958886,154.000000
EDN0331,2028-01-07T16:00:00,33.250000,9.615312,154.000000
EDN0331,2028-01-07T17:00:00,33.250000,9.753360,189.000000
EDN0331,2028-01-07T18:00:00,33.250000,10.359409,189.000000
EDN0331,2028-01-07T19:00:00,33.250000,10.198119,189.000000
EDN0331,2028-01-07T20:00:00,33.250000,10.229355,154.000000
EDN0331,2028-01-07T21:00:00,33.250000,10.286752,154.000000
EDN0331,2028-01-07T22:00:00,33.250000,10.669471,119.000000
EDN0331,2028-01-07T23:00:00,33.250000,10.720180,119.000000
EDN0331,2028-01-08T00:00:00,33.250000,11.565841,119.000000
EDN0331,2028-01-08T01:00:00,33.250000,11.870183,119.000000
EDN0331,2028-01-08T02:00:00,33.250000,12.320212,119.000000
EDN0331,2028-01-08T03:00:00,33.250000,13.034207,119.000000
EDN0331,2028-01-08T04:00:00,33.250000,12.587191,119.000000
EDN0331,2028-01-08T05:00:00,33.250000,11.900427,119.000000
EDN0331,2028-01-08T06:00:00,33.250000,10.884143,119.000000
EDN0331,2028-01-08T07:00:00,33.250000,10.741122,119.000000
EDN0331,2028-01-08T08:00:00,33.250000,11.502792,119.000000
EDN0331,2028-01-08T09:00:00,33.250000,12.181542,119.000000
EDN0331,2028-01-08T10:00:00,33.250000,12.686820,119.000000
EDN0331,2028-01-08T11:00:00,33.250000,12.580176,119.000000
EDN0331,2028-01-08T12:00:00,33.250000,12.354543,119.000000
EDN0331,2028-01-08T13:00:00,33.250000,12.348195,119.000000
EDN0331,2028-01-08T14:00:00,33.250000,10.945714,119.000000
EDN0331,2028-01-08T15:00:00,33.250000,9.632745,119.000000
EDN0331,2028-01-08T16:00:00,33.250000,9.703172,119.000000
EDN0331,2028-01-08T17:00:00,33.250000,10.127678,119.000000
EDN0331,2028-01-08T18:00:00,33.250000,10.538064,119.000000
EDN0331,2028-01-08T19:00:00,33.250000,10.129133,119.000000
EDN0331,2028-01-08T20:00:00,33.250000,10.255545,119.000000
EDN0331,2028-01-08T21:00:00,33.250000,10.811659,119.000000
EDN0331,2028-01-08T22:00:00,33.250000,11.440314,119.000000
EDN0331,2028-01-08T23:00:00,33.250000,11.379419,119.000000
EDN0331,2028-01-09T00:00:00,33.250000,11.547752,119.000000
EDN0331,2028-01-09T01:00:00,33.250000,11.434228,119.000000
EDN0331,2028-01-09T02:00:00,33.250000,12.101395,119.000000
EDN0331,2028-01-09T03:00:00,33.250000,12.260156,119.000000
EDN0331,2028-01-09T04:00:00,33.250000,11.954060,119.000000
EDN0331,2028-01-09T05:00:00,33.250000,10.941574,119.000000
EDN0331,2028-01-09T06:00:00,33.250000,10.200372,119.000000
EDN0331,2028-01-09T07:00:00,33.250000,10.283244,119.000000
EDN0331,2028-01-09T08:00:00,33.250000,11.157836,119.000000
EDN0331,2028-01-09T09:00:00,33.250000,11.741791,119.000000
EDN0331,2028-01-09T10:00:00,33.250000,12.128605,119.000000
EDN0331,2028-01-09T11:00:00,33.250000,12.140503,119.000000
EDN0331,2028-01-09T12:00:00,33.250000,12.068082,119.000000
EDN0331,2028-01-09T13:00:00,33.250000,12.328843,119.000000
EDN0331,2028-01-09T14:00:00,33.250000,10.837782,119.000000
EDN0331,2028-01-09T15:00:00,33.250000,9.383094,119.000000
EDN0331,2028-01-09T16:00:00,33.250000,9.081209,119.000000
EDN0331,2028-01-09T17:00:00,33.250000,10.214660,119.000000
EDN0331,2028-01-09T18:00:00,33.250000,10.931901,119.000000
EDN0331,2028-01-09T19:00:00,33.250000,10.604055,119.000000
EDN0331,2028-01-09T20:00:00,33.250000,10.399943,119.000000
EDN0331,2028-01-09T21:00:00,33.250000,11.230488,119.000000
EDN0331,2028-01-09T22:00:00,33.250000,11.403461,119.000000
EDN0331,2028-01-09T23:00:00,33.250000,11.468231,119.000000
EDN0331,2028-01-10T00:00:00,33.250000,11.410226,119.000000
EDN0331,2028-01-10T01:00:00,33.250000,11.542556,119.000000
EDN0331,2028-01-10T02:00:00,33.250000,11.409454,119.000000
EDN0331,2028-01-10T03:00:00,33.250000,11.394525,119.000000
EDN0331,2028-01-10T04:00:00,33.250000,11.307579,119.000000
EDN0331,2028-01-10T05:00:00,33.250000,10.606207,119.000000
EDN0331,2028-01-10T06:00:00,33.250000,9.964286,154.000000
EDN0331,2028-01-10T07:00:00,33.250000,10.054258,189.000000
EDN0331,2028-01-10T08:00:00,33.250000,11.020581,189.000000
EDN0331,2028-01-10T09:00:00,33.250000,11.469946,189.000000
EDN0331,2028-01-10T10:00:00,33.250000,11.587485,154.000000
EDN0331,2028-01-10T11:00:00,33.250000,11.583312,154.000000
EDN0331,2028-01-10T12:00:00,33.250000,11.694902,154.000000
EDN0331,2028-01-10T13:00:00,33.250000,11.290066,154.000000
EDN0331,2028-01-10T14:00:00,33.250000,10.220629,154.000000
EDN0331,2028-01-10T15:00:00,33.250000,9.119181,154.000000
EDN0331,2028-01-10T16:00:00,33.250000,8.913203,154.000000
EDN0331,2028-01-10T17:00:00,33.250000,9.700631,189.000000
EDN0331,2028-01-10T18:00:00,33.250000,10.120574,189.000000
EDN0331,2028-01-10T19:00:00,33.250000,9.603456,189.000000
EDN0331,2028-01-10T20:00:00,33.250000,9.562198,154.000000
EDN0331,2028-01-10T21:00:00,33.250000,10.097323,154.000000
EDN0331,2028-01-10T22:00:00,33.250000,10.060588,119.000000
EDN0331,2028-01-10T23:00:00,33.250000,10.207136,119.000000
EDN0331,2028-01-11T00:00:00,33.250000,10.605961,119.000000
EDN0331,2028-01-11T01:00:00,33.250000,11.226781,119.000000
EDN0331,2028-01-11T02:00:00,33.250000,11.570215,119.000000
EDN0331,2028-01-11T03:00:00,33.250000,11.827608,119.000000
EDN0331,2028-01-11T04:00:00,33.250000,11.548695,119.000000
EDN0331,2028-01-11T05:00:00,33.250000,10.564318,119.000000
EDN0331,2028-01-11T06:00:00,33.250000,9.779748,154.000000
EDN0331,2028-01-11T07:00:00,33.250000,9.791287,189.000000
EDN0331,2028-01-11T08:00:00,33.250000,11.005777,189.000000
EDN0331,2028-01-11T09:00:00,33.250000,11.488543,189.000000
EDN0331,2028-01-11T10:00:00,33.250000,11.605572,154.000000
EDN0331,2028-01-11T11:00:00,33.250000,11.404216,154.000000
EDN0331,2028-01-11T12:00:00,33.250000,11.408522,154.000000
EDN0331,2028-01-11T13:00:00,33.250000,11.130645,154.000000
EDN0331,2028-01-11T14:00:00,33.250000,10.143782,154.000000
EDN0331,2028-01-11T15:00:00,33.250000,8.915697,154.000000
EDN0331,2028-01-11T16:00:00,33.250000,8.326035,154.000000
EDN0331,2028-01-11T17:00:00,33.250000,8.489839,189.000000
EDN0331,2028-01-11T18:00:00,33.250000,8.840754,189.000000
EDN0331,2028-01-11T19:00:00,33.250000,8.783207,189.000000
EDN0331,2028-01-11T20:00:00,33.250000,8.909552,154.000000
EDN0331,2028-01-11T21:00:00,33.250000,9.338513,154.000000
EDN0331,2028-01-11T22:00:00,33.250000,9.800046,119.000000
EDN0331,2028-01-11T23:00:00,33.250000,9.811728,119.000000
EDN0331,2028-01-12T00:00:00,33.250000,10.096073,119.000000
EDN0331,2028-01-12T01:00:00,33.250000,10.609577,119.000000
EDN0331,2028-01-12T02:00:00,33.250000,10.661250,119.000000
EDN0331,2028-01-12T03:00:00,33.250000,10.634280,119.000000
EDN0331,2028-01-12T04:00:00,33.250000,10.920466,119.000000
EDN0331,2028-01-12T05:00:00,33.250000,10.294845,119.000000
EDN0331,2028-01-12T06:00:00,33.250000,9.216358,154.000000
EDN0331,2028-01-12T07:00:00,33.250000,9.408922,189.000000
EDN0331,2028-01-12T08:00:00,33.250000,10.621985,189.000000
EDN0331,2028-01-12T09:00:00,33.250000,11.097931,189.000000
EDN0331,2028-01-12T10:00:00,33.250000,11.840472,154.000000
EDN0331,2028-01-12T11:00:00,33.250000,11.968472,154.000000
EDN0331,2028-01-12T12:00:00,33.250000,12.133891,154.000000
EDN0331,2028-01-12T13:00:00,33.250000,11.664840,154.000000
EDN0331,2028-01-12T14:00:00,33.250000,10.840705,154.000000
EDN0331,2028-01-12T15:00:00,33.250000,10.038818,154.000000
EDN0331,2028-01-12T16:00:00,33.250000,9.503082,154.000000
EDN0331,2028-01-12T17:00:00,33.250000,9.959446,189.000000
EDN0331,2028-01-12T18:00:00,33.250000,10.560496,189.000000
EDN0331,2028-01-12T19:00:00,33.250000,9.969852,189.000000
EDN0331,2028-01-12T20:00:00,33.250000,10.480275,154.000000
EDN0331,2028-01-12T21:00:00,33.250000,10.908243,154.000000
EDN0331,2028-01-12T22:00:00,33.250000,10.891257,119.000000
EDN0331,2028-01-12T23:00:00,33.250000,10.647765,119.000000
EDN0331,2028-01-13T00:00:00,33.250000,10.881629,119.000000
EDN0331,2028-01-13T01:00:00,33.250000,11.315255,119.000000
EDN0331,2028-01-13T02:00:00,33.250000,11.542114,119.000000
EDN0331,2028-01-13T03:00:00,33.250000,11.937345,119.000000
EDN0331,2028-01-13T04:00:00,33.250000,11.457201,119.000000
EDN0331,2028-01-13T05:00:00,33.250000,10.570303,119.000000
EDN0331,2028-01-13T06:00:00,33.250000,9.590529,154.000000
EDN0331,2028-01-13T07:00:00,33.250000,9.254253,189.000000
EDN0331,2028-01-13T08:00:00,33.250000,10.276554,189.000000
EDN0331,2028-01-13T09:00:00,33.250000,10.835153,189.000000
EDN0331,2028-01-13T10:00:00,33.250000,11.594239,154.000000
EDN0331,2028-01-13T11:00:00,33.250000,11.981062,154.000000
EDN0331,2028-01-13T12:00:00,33.250000,12.168490,154.000000
EDN0331,2028-01-13T13:00:00,33.250000,12.080282,154.000000
EDN0331,2028-01-13T14:00:00,33.250000,11.201468,154.000000
EDN0331,2028-01-13T15:00:00,33.250000,10.058771,154.000000
EDN0331,2028-01-13T16:00:00,33.250000,9.675452,154.000000
EDN0331,2028-01-13T17:00:00,33.250000,10.136703,189.000000
EDN0331,2028-01-13T18:00:00,33.250000,10.738977,189.000000
EDN0331,2028-01-13T19:00:00,33.250000,10.640937,189.000000
EDN0331,2028-01-13T20:00:00,33.250000,10.566420,154.000000
EDN0331,2028-01-13T21:00:00,33.250000,11.255876,154.000000
EDN0331,2028-01-13T22:00:00,33.250000,11.185185,119.000000
EDN0331,2028-01-13T23:00:00,33.250000,11.001338,119.000000
EDN0331,2028-01-14T00:00:00,33.250000,11.166938,119.000000
EDN0331,2028-01-14T01:00:00,33.250000,11.325642,119.000000
EDN0331,2028-01-14T02:00:00,33.250000,11.436729,119.000000
EDN0331,2028-01-14T03:00:00,33.250000,11.624255,119.000000
EDN0331,2028-01-14T04:00:00,33.250000,11.322737,119.000000
EDN0331,2028-01-14T05:00:00,33.250000,10.342717,119.000000
EDN0331,2028-01-14T06:00:00,33.250000,9.141545,154.000000
EDN0331,2028-01-14T07:00:00,33.250000,9.051405,189.000000
EDN0331,2028-01-14T08:00:00,33.250000,10.101150,189.000000
EDN0331,2028-01-14T09:00:00,33.250000,10.786977,189.000000
EDN0331,2028-01-14T10:00:00,33.250000,11.236534,154.000000
EDN0331,2028-01-14T11:00:00,33.250000,11.572777,154.000000
EDN0331,2028-01-14T12:00:00,33.250000,11.453112,154.000000
EDN0331,2028-01-14T13:00:00,33.250000,11.670495,154.000000
EDN0331,2028-01-14T14:00:00,33.250000,10.615324,154.000000
EDN0331,2028-01-14T15:00:00,33.250000,9.495344,154.000000
EDN0331,2028-01-14T16:00:00,33.250000,9.176487,154.000000
EDN0331,2028-01-14T17:00:00,33.250000,9.597060,189.000000
EDN0331,2028-01-14T18:00:00,33.250000,10.157911,189.000000
EDN0331,2028-01-14T19:00:00,33.250000,9.851320,189.000000
EDN0331,2028-01-14T20:00:00,33.250000,10.299810,154.000000
EDN0331,2028-01-14T21:00:00,33.250000,10.397272,154.000000
EDN0331,2028-01-14T22:00:00,33.250000,10.683658,119.000000
EDN0331,2028-01-14T23:00:00,33.250000,10.576481,119.000000
EDN0331,2028-01-15T00:00:00,33.250000,11.190909,119.000000
EDN0331,2028-01-15T01:00:00,33.250000,11.567274,119.000000
EDN0331,2028-01-15T02:00:00,33.250000,12.329439,119.000000
EDN0331,2028-01-15T03:00:00,33.250000,12.661888,119.000000
EDN0331,2028-01-15T04:00:00,33.250000,12.091826,119.000000
EDN0331,2028-01-15T05:00:00,33.250000,11.442706,119.000000
EDN0331,2028-01-15T06:00:00,33.250000,10.604269,119.000000
EDN0331,2028-01-15T07:00:00,33.250000,10.467277,119.000000
EDN0331,2028-01-15T08:00:00,33.250000,11.289409,119.000000
EDN0331,2028-01-15T09:00:00,33.250000,11.582801,119.000000
EDN0331,2028-01-15T10:00:00,33.250000,12.149673,119.000000
EDN0331,2028-01-15T11:00:00,33.250000,12.145447,119.000000
EDN0331,2028-01-15T12:00:00,33.250000,12.206027,119.000000
EDN0331,2028-01-15T13:00:00,33.250000,12.238339,119.000000
EDN0331,2028-01-15T14:00:00,33.250000,11.288430,119.000000
EDN0331,2028-01-15T15:00:00,33.250000,10.087501,119.000000
EDN0331,2028-01-15T16:00:00,33.250000,9.750892,119.000000
EDN0331,2028-01-15T17:00:00,33.250000,10.296376,119.000000
EDN0331,2028-01-15T18:00:00,33.250000,10.875505,119.000000
EDN0331,2028-01-15T19:00:00,33.250000,10.426422,119.000000
EDN0331,2028-01-15T20:00:00,33.250000,10.409116,119.000000
EDN0331,2028-01-15T21:00:00,33.250000,10.703762,119.000000
EDN0331,2028-01-15T22:00:00,33.250000,10.758838,119.000000
EDN0331,2028-01-15T23:00:00,33.250000,10.919698,119.000000
EDN0331,2028-01-16T00:00:00,33.250000,11.224230,119.000000
EDN0331,2028-01-16T01:00:00,33.250000,11.754468,119.000000
EDN0331,2028-01-16T02:00:00,33.250000,12.107541,119.000000
EDN0331,2028-01-16T03:00:00,33.250000,12.150363,119.000000
EDN0331,2028-01-16T04:00:00,33.250000,11.808803,119.000000
EDN0331,2028-01-16T05:00:00,33.250000,10.788843,119.000000
EDN0331,2028-01-16T06:00:00,33.250000,9.610243,119.000000
EDN0331,2028-01-16T07:00:00,33.250000,9.775259,119.000000
EDN0331,2028-01-16T08:00:00,33.250000,10.821654,119.000000
EDN0331,2028-01-16T09:00:00,33.250000,11.126110,119.000000
EDN0331,2028-01-16T10:00:00,33.250000,11.815894,119.000000
EDN0331,2028-01-16T11:00:00,33.250000,11.944131,119.000000
EDN0331,2028-01-16T12:00:00,33.250000,12.030983,119.000000
EDN0331,2028-01-16T13:00:00,33.250000,12.223695,119.000000
EDN0331,2028-01-16T14:00:00,33.250000,10.752821,119.000000
EDN0331,2028-01-16T15:00:00,33.250000,9.160605,119.000000
EDN0331,2028-01-16T16:00:00,33.250000,8.802099,119.000000
EDN0331,2028-01-16T17:00:00,33.250000,10.072498,119.000000
EDN0331,2028-01-16T18:00:00,33.250000,10.557585,119.000000
EDN0331,2028-01-16T19:00:00,33.250000,10.180702,119.000000
EDN0331,2028-01-16T20:00:00,33.250000,9.967277,119.000000
EDN0331,2028-01-16T21:00:00,33.250000,10.229267,119.000000
EDN0331,2028-01-16T22:00:00,33.250000,10.543811,119.000000
EDN0331,2028-01-16T23:00:00,33.250000,10.527095,119.000000
EDN0331,2028-01-17T00:00:00,33.250000,10.521624,119.000000
EDN0331,2028-01-17T01:00:00,33.250000,10.936092,119.000000
EDN0331,2028-01-17T02:00:00,33.250000,11.177379,119.000000
EDN0331,2028-01-17T03:00:00,33.250000,11.459837,119.000000
EDN0331,2028-01-17T04:00:00,33.250000,11.539652,119.000000
EDN0331,2028-01-17T05:00:00,33.250000,11.175671,119.000000
EDN0331,2028-01-17T06:00:00,33.250000,10.076423,154.000000
EDN0331,2028-01-17T07:00:00,33.250000,9.896783,189.000000
EDN0331,2028-01-17T08:00:00,33.250000,10.763440,189.000000
EDN0331,2028-01-17T09:00:00,33.250000,11.570212,189.000000
EDN0331,2028-01-17T10:00:00,33.250000,11.640987,154.000000
EDN0331,2028-01-17T11:00:00,33.250000,11.885630,154.000000
EDN0331,2028-01-17T12:00:00,33.250000,11.682483,154.000000
EDN0331,2028-01-17T13:00:00,33.250000,11.714679,154.000000
EDN0331,2028-01-17T14:00:00,33.250000,11.088302,154.000000
EDN0331,2028-01-17T15:00:00,33.250000,9.844376,154.000000
EDN0331,2028-01-17T16:00:00,33.250000,9.555650,154.000000
EDN0331,2028-01-17T17:00:00,33.250000,10.500995,189.000000
EDN0331,2028-01-17T18:00:00,33.250000,11.183486,189.000000
EDN0331,2028-01-17T19:00:00,33.250000,10.910962,189.000000
EDN0331,2028-01-17T20:00:00,33.250000,10.834180,154.000000
EDN0331,2028-01-17T21:00:00,33.250000,11.280386,154.000000
EDN0331,2028-01-17T22:00:00,33.250000,11.567242,119.000000
EDN0331,2028-01-17T23:00:00,33.250000,11.310742,119.000000
EDN0331,2028-01-18T00:00:00,33.250000,11.832144,119.000000
